,Expression WT,Expression dapF_parent,Expression dapF_sup_1-1,Expression dapF_sup_3-1,Expression WT 2,Expression dgk_parent,Expression dgk_sup_1-1,Expression dgk_sup_2-1,Expression dgk_sup_3-1,Expression WT 3,Expression entC_parent,Expression entC_sup_1-1,Expression entC_sup_2-1,Expression entC_sup_3-1,Expression WT 4,Expression ppk,Expression ppk_sup_1-1,Expression ppk_sup_1-2,Expression WT 5,Expression zwf_parent,Expression zwf_sup_1-1,Expression zwf_sup_1-2
b3251,0.085826895,-0.361074656,-0.384911878,-0.045273358,0.085826895,0.486187328,0.549295035,0.269837181,0.147140354,-0.429872155,0.129780062,0.500955072,-0.123515228,-0.375226731,0.17239147,0.362385746,0.477077866,0.105539924,0.085826895,0.153263019,0.097565086,0.300422043
b3252,-0.042369888,-0.135750986,-0.006667006,-0.165907796,-0.042369888,-0.230613064,-0.042890231,-0.318340797,-0.074211717,0.159778132,0.061471944,0.20231529,0.300875737,0.269619885,-0.032668467,-0.109377748,-0.109923495,-0.184733953,-0.042369888,-0.085351157,0.029050056,0.229703037
b3253,-0.055425753,0.080743229,0.204133261,-0.013267314,-0.055425753,-0.290881913,0.159116719,-0.213416287,0.002079737,0.152777495,-0.364296652,-0.097064058,0.574461904,0.73670113,0.013499765,-0.27786288,-0.114617579,0.035161516,-0.055425753,-0.040347256,0.018408137,-0.173930277
b3255,0.115144687,-0.643535797,-0.851039048,-0.093428788,0.115144687,0.510623431,0.727950504,0.212038259,0.523024344,-0.813468844,0.328832283,1.216909633,-0.479349216,-0.838406253,0.468034784,0.735079305,0.753750491,0.150530244,0.115144687,0.359647315,-0.101384609,0.560834148
b3256,0.175980489,-0.877178077,-1.085114453,-0.453172811,0.175980489,0.591681255,0.685535523,0.199231655,0.605148068,-1.119490711,0.52399594,1.12251808,-0.785777082,-0.931582926,0.591549244,0.848563672,0.762627313,0.21237234,0.175980489,0.383796732,-0.308505092,0.369701717
b3257,0.103484204,-0.328684612,-0.479553522,0.098521075,0.103484204,0.133388914,0.823246774,0.442020224,0.241528527,-0.702924728,-0.062264976,0.707799262,-0.047671011,-0.525562524,0.392472117,0.570381933,0.815206939,0.226757019,0.103484204,0.268394377,0.535153413,0.530375316
b3258,-0.061335476,-0.125246115,0.05688713,-0.12906881,-0.061335476,-0.235906265,-0.002568474,-0.135659258,0.139266953,-0.068120494,-0.087007886,0.248395898,0.290551989,0.042200988,0.252126923,0.091303896,0.096705483,0.125056002,-0.061335476,0.096138653,0.045846067,-0.049163229
b3259,-0.053200591,-0.025688128,0.144599959,-0.032489553,-0.053200591,-0.019284757,0.063883608,-0.074392177,0.357598811,-0.172720671,0.072485921,0.206486518,0.448088193,0.57033899,0.332322444,0.176297422,0.153183289,0.323966975,-0.053200591,0.097096461,0.049867533,-0.0339176
b3260,0.347007424,-0.573856829,-0.6153101,0.129072797,0.347007424,0.778267358,0.777359332,0.212336412,0.230633397,-1.231598262,-0.397396088,0.752547024,-0.958433144,-1.390060663,0.19057599,0.797965805,0.915694855,0.297115962,0.347007424,0.297259919,0.185203919,0.40294212
b3261,0.257551801,-0.786119315,-0.724121224,-0.014190334,0.257551801,0.512931749,0.660520743,0.032304913,0.099064908,-1.130468819,-0.278514286,0.605638209,-0.910216815,-1.146712795,0.357813417,0.804647499,0.885966832,0.1631482,0.257551801,0.333291575,0.311536942,0.419083197
b3262,-0.091008718,0.14434273,0.468194691,0.261790309,-0.091008718,-0.013551377,0.510921647,0.312290455,0.147939122,-0.191821831,-0.015546588,0.135862914,-0.135671128,0.17418277,0.464847986,0.36677037,0.541870258,0.4428759,-0.091008718,-0.080355325,0.057068773,0.251052166
b3263,-0.043976009,0.627734433,1.333781658,0.569484541,-0.043976009,0.057852886,0.070835967,0.009059974,0.010076123,-0.72050815,-0.515002605,0.247921268,-0.654385673,0.460526614,0.852436177,0.906482223,0.942973762,0.998569641,-0.043976009,-0.589867563,-0.100099156,0.294636838
b3264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3265,-0.146181591,0.18207505,0.170262048,-0.146181591,-0.146181591,-0.146181591,0.274856997,-0.146181591,-0.146181591,0.183112115,-0.146181591,-0.146181591,0.209547021,0.648993271,0.255432657,0.274762808,0.28819614,-0.146181591,-0.146181591,-0.146181591,0.210882651,0.225042382
b3266,-0.036567941,0.006618052,0.155309689,0.068363538,-0.036567941,0.316747056,0.230571066,0.196024308,0.096463322,0.007977303,0.118767245,0.089403713,0.042479022,0.194447032,0.101726521,0.010391348,0.024819378,0.189343672,-0.036567941,-0.030937806,0.044214901,-0.043138337
b3267,-0.197277072,0.677123978,1.650533364,0.908835032,-0.197277072,0.287011558,1.557766879,1.442047413,1.114021634,-0.141341712,-0.352283374,-0.15548161,0.684693485,1.109642845,0.733172927,0.446733892,0.611006164,0.960011831,-0.197277072,0.191691694,0.772740027,0.541169067
b3269,-0.073084092,0.185640535,0.425929687,0.101320599,-0.073084092,-0.337168435,-0.192023697,-0.128816833,0.157261223,0.051683062,-0.205502121,-0.036881736,0.328151082,0.082193182,0.167569215,-0.192230581,-0.162956426,0.297351679,-0.073084092,-0.060134984,0.129639311,-0.08831697
b3270,-0.053163926,0.020933613,-0.005422773,-0.056203536,-0.053163926,-0.212781753,-0.205002087,-0.016257909,-0.015545013,0.167477381,-0.21433035,-0.094902088,0.22962999,-0.331218345,-0.007985604,-0.205145562,-0.184753798,-0.024761232,-0.053163926,-0.043372344,0.083661802,-0.281904804
b3271,-0.126471684,-0.195402535,-0.23289396,-0.306353775,-0.126471684,-0.415837658,-0.288805836,-0.248429621,-0.247405204,0.221077729,-0.201861694,-0.517088754,-0.040440165,0.391553046,0.158337324,-0.186406715,-0.255572213,0.133052504,-0.126471684,-0.195875539,0.030118558,-0.318726839
b3279,0.055775786,-0.34164747,-0.34658404,-0.18184763,0.055775786,-0.077494763,-0.00126558,0.078080105,-0.110568189,-0.144852439,-0.060164243,0.041000846,-0.238592248,-0.297046128,-0.022474919,0.14479046,0.097837807,-0.091290356,0.055775786,-0.281347449,0.141423085,0.001105166
b3280,-0.070334091,0.277281905,0.353658327,0.324350498,-0.070334091,0.009998989,0.024682276,0.121890708,-0.081357413,-0.067634494,-0.287544686,0.020731521,0.022074203,0.296875694,0.278636767,0.060227212,-0.013336081,0.251261596,-0.070334091,0.193498887,-0.2462418,-0.089513673
b3281,0.041056223,0.183308917,0.207866985,0.444312451,0.041056223,0.174443032,0.242713298,0.101046112,0.003974114,-0.097049801,-0.151238312,0.366581283,0.303089377,0.167077113,-0.026118868,0.170147795,0.109290668,0.068467085,0.041056223,0.401465616,-0.080441132,0.076595765
b3282,-0.04285843,0.202907441,0.155489479,0.337786725,-0.04285843,-0.008785344,0.059694259,0.10176295,-0.017342959,-0.100052123,0.23173036,0.131806664,0.107358458,0.544536988,0.228627412,0.172261714,0.105202693,0.258892438,-0.04285843,0.21097662,-0.115504336,0.021104479
b3283,-0.017158949,0.30881059,0.144696669,0.499422108,-0.017158949,0.143491547,0.383681188,0.600339744,0.222955224,-0.107409069,0.021379981,0.190705961,0.016971676,0.30651785,0.158885916,0.199344686,0.171695213,0.29296517,-0.017158949,0.056257578,0.069714911,0.013402917
b3284,-0.010033899,0.153972621,0.001997705,0.302849258,-0.010033899,-0.007086449,0.039538524,0.287551758,-0.078148577,0.217958862,-0.704853979,-0.092141863,0.184160918,0.013811904,-0.187857164,-0.18822818,-0.120853841,-0.029716053,-0.010033899,-0.060615754,-0.026360706,-0.143693355
b3287,0.037374481,0.278302741,0.378375044,0.448955913,0.037374481,0.048106869,0.069180374,0.333198675,-0.105237642,0.074747465,-0.376546218,0.046936411,0.179211423,-0.058146953,-0.186870907,-0.056802296,0.094802328,0.008878582,0.037374481,0.036807173,0.015785662,-0.215089105
b3288,0.06501909,0.217004229,0.422153209,0.337173371,0.06501909,-0.010856037,0.359060067,0.765971863,0.262080561,-0.07118257,-0.061842643,0.128197363,0.298533306,0.258122079,-0.123874701,0.146467569,0.2833526,0.140069992,0.06501909,0.067293688,0.187741213,0.136196289
b3289,0.019920262,-0.222829819,-0.144213636,-0.067253646,0.019920262,0.04210731,0.139946483,0.617199493,0.009733195,-0.070978319,-0.178088959,0.219999449,0.163341573,-0.436330532,0.011217533,0.109258691,0.235722254,0.114606428,0.019920262,-0.035487272,-0.024867117,0.13011504
b3290,0.000778487,0.187652067,0.107855378,0.220419559,0.000778487,-0.280124816,-0.164181579,0.146047678,-0.095023977,0.216196079,-0.310088376,0.074326336,0.19981689,0.047468571,-0.218531539,-0.140500116,-0.080502329,0.009517018,0.000778487,0.135215903,-0.117251801,-0.131909949
b3291,-0.189615977,0.142669667,-0.185935878,-0.614787596,-0.189615977,-1.679254837,-1.602732861,-1.455297186,-1.123072812,0.567017205,-0.91673935,-0.971751356,0.085809072,0.6016658,0.001830727,-1.146820461,-1.295267536,-0.016452835,-0.189615977,-0.572346045,-0.667422484,-0.972877992
b3292,-0.050252877,0.21542855,0.092178299,0.350882486,-0.050252877,0.005131069,0.081507447,0.155178797,-0.199947724,0.138375916,-0.241132962,-0.370509028,-0.316997977,0.502757868,0.012382716,-0.101798681,0.107502777,0.05491063,-0.050252877,0.068141665,-0.00285412,-0.118478461
b3293,-0.036678175,0.340568773,0.319328457,0.50698571,-0.036678175,-0.140833319,0.082718873,0.173964073,-0.180086337,0.109904334,-0.175226663,-0.095462454,-0.19710315,-0.184534921,0.000130192,-0.051788805,0.145585296,-0.027349273,-0.036678175,0.304843136,0.177152574,0.124835763
b3294,0.177413534,-0.375204324,0.095307896,0.124157494,0.177413534,0.756118352,0.750280687,0.512386486,0.508047023,-1.044385177,0.351820534,0.510405713,-0.835924548,-0.297459531,0.512144574,0.709634141,0.772130809,0.44756847,0.177413534,0.149559731,0.298942513,0.555268055
b3295,0.222223987,-0.485490502,-0.079672121,0.121850515,0.222223987,0.721831631,0.76579052,0.534970402,0.461101435,-1.039531937,0.118236699,0.648506639,-0.682692378,-0.623935429,0.372859975,0.526825792,0.711909892,0.410537248,0.222223987,0.203656487,0.491664858,0.633648337
b3296,0.133196255,-0.940051123,-0.373301063,0.12805038,0.133196255,0.831449877,0.253046991,0.601337646,0.239014367,-0.76355186,-0.185038287,0.264075927,-0.985020823,-0.464005112,0.363963096,0.485205712,0.747270348,0.010614485,0.133196255,-0.366031738,0.408955887,0.897852995
b3297,0.243074146,-0.546744223,-0.189985074,0.198432033,0.243074146,0.918989109,0.548838418,0.591719025,0.387960189,-0.936741886,-0.252106396,0.445593974,-0.696721674,-0.627135148,0.207519448,0.451711356,0.667952502,0.089333146,0.243074146,-0.032566032,0.424682066,0.714692468
b3298,0.142856434,-0.120446655,0.059541936,0.31426991,0.142856434,0.830954899,0.631390241,0.54089274,0.30934496,-0.75386185,-0.099521589,0.256716936,-0.569761487,0.78939462,0.325292549,0.515311266,0.59889922,0.515610104,0.142856434,0.139660174,0.237095581,0.346243933
b3299,0.059121827,-0.149857746,0.092458225,0.144508192,0.059121827,0.630158481,0.508499779,0.488563379,0.178991843,-0.498542555,0.051871439,0.095325253,-0.480445468,-0.022762964,0.321177074,0.459369115,0.531912787,0.370892733,0.059121827,0.057422977,0.207669087,0.246738601
b3300,0.155790048,-0.156548632,0.172237688,0.252571472,0.155790048,0.658585945,0.599496424,0.545266374,0.369753628,-0.687763628,0.021922058,0.225950226,-0.558205199,0.040340372,0.220393485,0.378042541,0.484184272,0.430654512,0.155790048,0.146332269,0.295069696,0.353623431
b3301,0.088781826,-0.394263802,-0.131799737,-0.048120744,0.088781826,0.592367372,0.417116884,0.105658765,0.166861781,-0.679480957,0.203607003,0.241953508,-0.617414863,-0.564852291,0.413135478,0.360271523,0.554027314,0.217784735,0.088781826,0.155431725,0.111549209,0.043254143
b3302,0.243108457,-0.281296586,0.069940408,0.263332572,0.243108457,0.597378549,0.656922731,0.26878602,0.331307821,-0.928433598,-0.274948105,0.424117525,-0.412754756,-0.983259806,0.199108228,0.137372233,0.532261347,0.306621626,0.243108457,0.246683468,0.380062767,0.297873451
b3303,0.227315983,-0.17865084,0.194155166,0.234258323,0.227315983,0.661708591,0.599940533,0.208722339,0.294016826,-0.976194041,-0.080168276,0.358548288,-0.841178911,-0.058327815,0.294246093,0.383533501,0.509094355,0.389439095,0.227315983,0.21501975,0.301243376,0.329715575
b3304,0.171044065,-0.423014577,-0.089361419,-0.032110998,0.171044065,0.61645481,0.348950619,0.240327542,0.119772317,-0.920263541,-0.097224857,0.21444831,-1.062937924,0.080157581,0.407131346,0.54416718,0.515977842,0.141251153,0.171044065,0.035378417,0.147944612,0.410162349
b3305,0.275273655,-0.402254183,-0.031179522,0.075675068,0.275273655,0.703066833,0.508082409,0.142431607,0.17381348,-1.047787367,-0.17060373,0.561198903,-0.694432177,-0.920404759,0.221966403,0.327485384,0.5639879,0.13007183,0.275273655,0.185320838,0.287655632,0.378384945
b3306,0.194581736,-0.416318723,-0.125481876,0.020671288,0.194581736,0.666338414,0.479594352,0.059500142,0.155313735,-0.968404572,0.152931692,0.408564598,-0.786600819,-0.401676649,0.384659363,0.419782262,0.628292741,0.199872972,0.194581736,0.187520388,0.210686734,0.162060603
b3307,0.4204708,-0.068952959,0.258493989,0.361869637,0.4204708,0.899508558,0.742456247,0.345603936,0.382697956,-1.397261618,-0.276113844,0.58409663,-0.815739336,0.136815417,0.135849217,0.576265658,0.637552448,0.4057039,0.4204708,0.352949766,0.408547899,0.384042313
b3308,0.252237693,-0.476569045,-0.178136742,-0.008256269,0.252237693,0.684518898,0.352474152,0.238529534,0.139445667,-0.896992775,-0.087410281,0.427335061,-0.880754612,-0.082504723,0.140279695,0.389251501,0.517086282,0.049032121,0.252237693,0.084141471,0.190308209,0.327960416
b3309,0.309011118,-0.418305524,-0.114830901,0.09636588,0.309011118,0.721983952,0.453973283,0.285623224,0.21531692,-1.009089319,-0.114817023,0.605549508,-0.536154133,-1.015311929,0.082055964,0.367506021,0.586907611,0.011503221,0.309011118,0.212920832,0.320279174,0.398591653
b3310,0.0523991,-0.522993661,-0.440194649,-0.124615506,0.0523991,0.629488257,0.27871028,0.272865802,0.128506927,-0.782186837,0.240470044,0.406030002,-0.691013015,-0.607715167,0.624989538,0.689054153,0.783127276,0.224681881,0.0523991,0.273629269,0.236599627,0.177414605
b3311,0.225751313,-0.414975874,-0.091342695,0.08909536,0.225751313,0.918657823,0.895475188,0.75559609,0.682867611,-1.35317377,0.413452407,0.29964825,-1.02146173,-0.193046896,0.675919831,1.034660367,0.846913318,0.661237623,0.225751313,0.088794424,0.548046873,0.619696244
b3312,0.211468391,-0.631876194,-0.514905928,-0.014683262,0.211468391,0.871550085,0.736226774,0.34263913,0.551826695,-1.401914375,0.647822215,0.447687814,-1.238523604,-0.959849888,0.767509204,0.694018594,0.902211854,0.621323716,0.211468391,0.251686251,0.407201392,0.331997879
b3313,0.282516867,-0.566589393,-0.369335879,0.022326937,0.282516867,0.943171934,0.770169545,0.512530425,0.630211401,-1.445582667,0.512455715,0.388942343,-1.279864673,-0.695375736,0.598032067,0.755137303,0.748958561,0.605311816,0.282516867,0.274355661,0.495364587,0.560002863
b3314,0.329782263,-0.502111611,-0.308623586,0.028427193,0.329782263,0.952688735,0.652801775,0.372737033,0.546507816,-1.509500055,0.262628013,0.427796845,-1.516222065,-0.364852562,0.520153265,0.720490407,0.645207263,0.518503254,0.329782263,0.221740812,0.4723712,0.553129108
b3315,0.518402627,-0.403453019,-0.214058983,0.154261732,0.518402627,1.013774052,0.794370214,0.349263325,0.567080861,-1.923141794,0.113849478,0.683704359,-1.536750996,-0.899482346,0.367933911,0.722769465,0.609003473,0.591809405,0.518402627,0.432301963,0.656457085,0.718288986
b3316,0.46370363,-0.754058499,-0.692372596,-0.054910309,0.46370363,0.993538306,0.686042875,0.292011292,0.553001712,-1.986900472,0.315127895,0.667360366,-1.717620781,-1.15941974,0.59578958,0.822901094,0.806815866,0.452296529,0.46370363,0.407386863,0.587148959,0.759298806
b3317,0.509308266,-0.725920622,-0.634360211,-0.020491002,0.509308266,1.004068446,0.713575334,0.267034211,0.476025806,-2.058844448,0.191097728,0.882580063,-1.726261345,-2.071756119,0.530919652,0.754269269,0.810794535,0.388517194,0.509308266,0.334071771,0.580792871,0.788871915
b3318,0.425178325,-1.027329676,-0.964653176,-0.283773783,0.425178325,0.829644313,0.478418046,0.103662199,0.377469234,-1.793082326,0.249265215,0.726421674,-1.88348243,-1.573862037,0.517547352,0.763387975,0.783053489,0.145789655,0.425178325,0.137960444,0.432707773,0.7937617
b3319,0.558560342,-0.956870577,-0.92661536,-0.19061917,0.558560342,0.856829155,0.566888907,0.11264981,0.3929949,-1.914790324,0.030310635,0.87233231,-1.751863847,-1.801708486,0.239109298,0.663374338,0.707667891,0.069841873,0.558560342,0.150174623,0.527636614,0.875191099
b3320,0.536563232,-0.59784578,-0.550058734,0.210402133,0.536563232,1.127466,0.825184194,0.313525043,0.586681899,-2.068516579,-0.029172315,0.986506954,-1.522391488,-1.575027855,0.458826883,0.82491051,0.864992709,0.435353418,0.536563232,0.395955896,0.540114786,0.810494732
b3321,0.44288397,-0.788590352,-0.874141137,-0.114463689,0.44288397,0.8640667,0.624967585,0.052817918,0.413850818,-1.916035311,0.511506747,0.794039295,-1.658300991,-1.423162151,0.587383402,0.885328831,0.819377133,0.281083114,0.44288397,0.388187545,0.340332514,0.329882493
b3322,0.017278654,0.204843416,0.359394359,0.355002229,0.017278654,-0.243632048,0.409810627,0.171859811,-0.033068364,-0.236386963,-0.107269825,0.093292162,0.049491959,-0.321870547,0.184551001,0.238073992,0.274227876,-0.04702614,0.017278654,0.129859605,0.367585689,0.411403242
b3323,0.006461592,0.11427711,0.365514565,0.194112646,0.006461592,-0.196119108,0.064372596,0.032803409,0.033314973,-0.058130606,0.056323181,0.160134974,-0.022442624,0.416424639,0.038745831,0.064248713,0.081880178,0.026709491,0.006461592,0.013423218,0.163060329,0.186689368
b3324,-0.130438309,-0.088286362,0.01591103,-0.134157914,-0.130438309,-0.510185088,-0.239767663,-0.288400054,-0.084609095,-0.085568702,-0.252089409,-0.376486932,-0.017780863,0.408157216,0.476883628,-0.239956901,0.169167432,0.072228322,-0.130438309,-0.118473343,-0.372729821,0.396960145
b3325,-0.113997618,-0.134676761,-0.162256509,-0.215491706,-0.113997618,-0.137518962,0.153791778,0.101835462,0.018999698,-0.216885227,0.055708522,0.007268944,-0.072153861,0.044506444,0.558878082,-0.025083131,0.467747156,0.239997072,-0.113997618,0.0694005,-0.069169007,0.255093948
b3326,-0.076941876,-0.351955434,-0.158599446,-0.079088773,-0.076941876,0.175432968,0.183623558,0.308620655,0.145631786,-0.351092343,0.173802171,0.076058736,-0.105707644,-0.342176208,0.581917971,0.183472535,0.649889584,0.137517179,-0.076941876,0.12115806,0.233531739,0.260372945
b3327,-0.129064365,-0.44487683,-0.456408239,-0.131482728,-0.129064365,0.151090224,0.16005899,0.117708028,0.118397977,-0.201761266,0.331289076,0.041694902,-0.418047297,-0.433413567,0.58895436,0.159893682,0.660965414,0.109479635,-0.129064365,0.091478209,0.044918121,0.243771707
b3328,-0.142902934,-0.937508747,-0.937508747,-0.937508747,-0.142902934,0.379226208,-0.067835442,-0.108597316,-0.107933778,-0.228229405,0.377044391,0.053647494,-0.937508747,-0.937508747,0.656938207,-0.067994673,0.973690538,0.328181746,-0.142902934,0.305946998,-0.178500205,0.280435197
b3329,-0.076927041,-0.157839467,-0.177718128,-0.790809936,-0.076927041,-0.014959552,-0.006882081,-0.044960392,-0.04434136,-0.156101931,0.414530682,0.107184831,-0.790809936,-0.138240466,0.386883055,-0.007031026,0.454244798,-0.052339626,-0.076927041,-0.06846135,-0.110017025,-0.08683709
b3330,-0.092226567,-0.235362704,-0.114787549,-0.096736111,-0.092226567,0.011853447,0.188806837,0.264215259,-0.036950373,-0.420166821,0.009206523,0.205546281,-0.344152123,-0.040913367,0.696846521,0.024863302,0.598341759,0.373800681,-0.092226567,-0.077744582,-0.149694392,0.190333002
b3331,-0.158092039,0.002991045,0.179679682,0.117193088,-0.158092039,-0.080529152,0.444478571,0.721706512,0.167282027,-0.259055373,0.206279184,0.375128506,-0.202819132,0.565772825,0.733331489,0.219570177,0.66004649,0.376378237,-0.158092039,0.133051568,0.287626329,0.323627488
b3332,-0.143376031,0.074696763,0.054444665,0.1543828,-0.143376031,0.220049565,0.472009157,0.426362133,0.190188157,-0.19707125,0.218415519,0.344041174,0.121150927,0.31300101,0.627199342,0.228105074,0.497052697,0.417475691,-0.143376031,0.165663608,0.12338722,0.146972926
b3333,-0.082545674,0.118498976,0.137006055,0.13302047,-0.082545674,-0.072138293,0.18287009,0.190466667,-0.030676683,-0.136549189,0.093102171,0.108414052,-0.224305065,-0.034401239,0.384186212,0.182633784,0.285728434,0.302775257,-0.082545674,-0.068973503,0.144443496,-0.019965638
b3334,-0.085111319,0.116960285,0.076327157,0.044728175,-0.085111319,-0.130985732,0.040006932,-0.027154002,-0.026046317,0.015232148,0.093189774,0.154435735,-0.081605584,0.296087185,0.24010181,0.109896747,0.146549422,0.213660895,-0.085111319,-0.069614951,-0.077428248,-0.033853655
b3335,-0.042050812,0.168330938,0.267795953,0.233534667,-0.042050812,-0.1865729,0.27194264,0.293622676,0.012418352,-0.179765355,0.057934246,-0.15843036,-0.215300631,0.044086948,0.305917793,0.177446225,0.211860615,0.35960651,-0.042050812,-0.142120964,0.179296624,-0.058857432
b3336,-0.055913971,0.458139214,0.81167067,0.442319753,-0.055913971,-0.600975672,-0.144268342,-0.215276682,-0.300101073,0.114493818,-0.43061577,-0.374076066,0.361892387,0.393517369,0.053248094,-0.329389238,-0.334353433,0.110117634,-0.055913971,0.214752278,-0.003138761,-0.147084866
b3337,-0.040615726,0.279535432,0.370775669,0.19756487,-0.040615726,0.052473978,-0.041195361,0.091359619,0.051345449,-0.218976068,0.361508842,-0.10986441,-0.25120301,-0.037178189,0.340823247,0.405362562,0.112742863,0.166706731,-0.040615726,-0.16888613,-0.423339529,-0.37561523
b3338,-0.051260457,0.1247508,0.351696139,0.231284096,-0.051260457,-0.072032255,0.188974696,0.211944402,0.067225484,-0.067407232,-0.073733036,0.056706536,0.057555883,0.457906737,0.221188603,0.111514971,0.214795319,0.328849161,-0.051260457,0.038425906,0.357949948,0.281473215
b3339,0.130497112,-0.698880302,-0.592323713,-0.344227128,0.130497112,0.494730329,0.317724084,0.039674478,0.235057716,-0.545990718,0.01886545,0.270174474,-0.449699397,-0.797600512,0.154499382,0.27324713,0.460399188,-0.035872248,0.130497112,-0.018923052,0.175153573,0.221424447
b3340,0.21186024,-0.310062445,-0.167475956,0.093510133,0.21186024,0.657527055,0.515388274,0.327540863,0.422764716,-0.701049788,-0.034110329,0.488943495,-0.491096934,-0.957387939,0.065469069,0.272522417,0.470507136,0.142839504,0.21186024,0.223008897,0.359356681,0.588536567
b3341,0.295363758,-0.121957759,0.105474312,0.308311691,0.295363758,0.721902843,0.510412911,0.21010157,0.422836567,-0.873070488,-0.114043476,0.571894828,-0.463023506,-0.9199956,-0.013020786,0.378916096,0.432600028,0.239559225,0.295363758,0.382380397,0.237646741,0.599106253
b3342,0.217469488,-0.453143422,-0.33946595,-0.064474707,0.217469488,0.55701958,0.415456651,0.150829393,0.368991078,-0.828459829,0.294290702,0.562948474,-0.587613261,-1.689217053,0.176051366,0.380615648,0.433866387,0.100294407,0.217469488,0.282497826,0.184447246,0.524846584
b3343,0.052220418,0.51261804,0.806177848,0.70738815,0.052220418,-0.024531512,0.00368746,-0.204394787,0.147602338,-0.358582045,0.480661962,-0.11593323,-0.147554307,-0.297705045,0.201920791,0.162300717,-0.120740765,0.092365054,0.052220418,0.25009239,0.203990113,-0.092638315
b3344,0.083598313,-0.212263606,-0.184488393,0.197459553,0.083598313,0.230405672,0.439604812,0.532106775,0.419859562,-0.498804441,0.370156951,0.687070791,-0.363835854,-0.415552277,0.248009503,0.439334795,0.526682318,0.220806486,0.083598313,0.190288338,-0.012890322,0.125703926
b3345,0.068043034,-0.254136004,-0.340340677,0.025540586,0.068043034,0.255999276,0.175081558,0.367714317,0.309273491,-0.309446087,0.182128618,0.647772271,-0.315033627,-0.63446863,0.105316986,0.247447892,0.385731111,0.102943019,0.068043034,0.143809767,-0.230307633,-0.001468442
b3346,0.044682056,0.013720207,-0.287361103,0.351579222,0.044682056,0.25980598,0.209046932,0.404460033,0.236864615,-0.303411206,-0.034956965,0.371657623,-0.173880313,-0.451273122,0.169365039,0.305328294,0.327774235,0.237101922,0.044682056,0.144423132,-0.037173835,-0.104446702
b3347,-0.04863577,-0.061257305,-0.123272374,0.220415172,-0.04863577,0.034024521,0.474813158,0.357151124,0.385889192,-0.334370013,0.313827656,0.627798773,-0.244182245,-0.369926741,0.480277324,0.48591105,0.586438673,0.110436033,-0.04863577,-0.032253073,0.238252557,0.461676803
b3348,-0.048325032,-0.209092081,0.14451241,0.114519467,-0.048325032,-0.135583327,-0.048890347,-0.118277632,0.231460745,-0.146600594,0.123309821,-0.180945515,-0.246575421,0.413010271,0.291575689,0.347916095,0.287508356,0.310051094,-0.048325032,0.026962144,0.153020982,0.047596108
b3349,-0.024808641,-0.710593909,-0.495533234,-0.38354573,-0.024808641,-0.076537768,-0.040034443,0.249039498,0.033368935,-0.031053264,-0.152801784,0.304131391,-0.193833024,-0.155890955,0.105479189,0.19650141,0.192488485,-0.18576617,-0.024808641,-0.245337453,0.007072703,-0.004533295
b3350,-0.009331789,-0.09963964,-0.200635449,-0.104213487,-0.009331789,-0.262167211,-0.623630909,-0.223950483,-0.141081986,0.268406117,-0.147200718,0.325138533,0.137343386,-0.212864148,-0.240410751,-0.536783115,-0.545694303,-0.208769146,-0.009331789,0.048236434,-0.183669116,-0.449459595
b3351,-0.053636075,0.145892701,0.067799148,0.228711501,-0.053636075,-0.270664181,-0.25624067,0.056509688,-0.254886309,0.167141458,0.327186183,0.008160565,-0.288548568,1.169587317,-0.006233234,-0.292986454,-0.332984531,0.090397231,-0.053636075,-0.2044765,-0.225603352,-0.334487295
b3352,0.03644804,-0.253448025,-0.339281197,-0.165537403,0.03644804,0.207933786,0.439439897,0.282944041,0.025001426,-0.257120619,-0.056358929,0.304036472,-0.284704643,-0.01082452,0.1477765,0.246223799,0.37456098,0.274407203,0.03644804,0.013513858,0.04582238,0.085239667
b3353,-0.010675181,-0.139145271,-0.179350852,-0.133552471,-0.010675181,-0.11679712,0.087154942,-0.135548467,-0.038552141,0.058810153,-0.119600872,0.335592651,-0.077140586,-0.451042187,-0.026784611,0.027507784,0.000893537,0.034457371,-0.010675181,0.18312431,0.032258091,0.050983903
b3354,-0.076409536,-0.135255609,-0.389821373,-0.312534344,-0.076409536,-0.159641154,-0.118158042,-0.026830789,-0.116841267,0.131298219,-0.07588783,0.171405753,0.07504686,-0.236926962,0.097930388,-0.145012529,0.017760359,0.105866975,-0.076409536,-0.063911788,0.011472258,0.03701761
b3355,-0.038460277,-0.419931894,-0.740387216,-0.520695327,-0.038460277,-0.041637809,-0.334670971,-0.02112843,-0.160208039,0.177597964,0.064083797,0.040651605,-0.09669977,-0.383845723,-0.062217132,-0.114729538,-0.120752195,0.020542634,-0.038460277,-0.234859543,-0.242087094,-0.232633676
b3356,0.041460798,-0.122645229,-0.132110252,0.036341586,0.041460798,0.052182226,0.238853848,0.300831151,0.069687749,-0.197687063,-0.049208791,0.070234199,-0.071432412,-0.286290676,0.073304669,0.094468244,0.253015447,-0.017760133,0.041460798,0.023614922,0.327223522,0.055194377
