,Expression WT,Expression dapF_parent,Expression dapF_sup_1-1,Expression dapF_sup_3-1,Expression WT 2,Expression dgk_parent,Expression dgk_sup_1-1,Expression dgk_sup_2-1,Expression dgk_sup_3-1,Expression WT 3,Expression entC_parent,Expression entC_sup_1-1,Expression entC_sup_2-1,Expression entC_sup_3-1,Expression WT 4,Expression ppk,Expression ppk_sup_1-1,Expression ppk_sup_1-2,Expression WT 5,Expression zwf_parent,Expression zwf_sup_1-1,Expression zwf_sup_1-2
b1956,-0.051556252,-0.020882521,-0.082509248,0.081310045,-0.051556252,-0.441843625,-0.469638854,-0.416335283,-0.137019206,0.097357015,-0.058806587,0.079339187,0.158043754,0.03898519,0.057311741,-0.099200054,-0.077039317,0.132320459,-0.051556252,0.133948626,-0.021060297,-0.336641359
b1957,-0.389179816,0.479864556,0.055585965,0.633581201,-0.389179816,-1.211883901,-1.200434117,-1.254755195,0.310867001,0.099162339,-1.214168094,0.18356083,0.457967647,1.817695791,1.068377111,0.204383285,0.03127278,0.571057178,-0.389179816,0.41342709,-0.188039656,-0.145454539
b1958,-0.001690034,-0.216812565,-0.256985554,-0.096904585,-0.001690034,-0.152707607,-0.395216457,-0.368469669,-0.097800395,0.161048421,0.048292247,0.19357954,0.289485594,0.6700594,-0.155978319,-0.302441746,-0.102465542,-0.112219935,-0.001690034,0.197775415,-0.093333475,-0.535601529
b1959,0.018646424,-0.434861862,-0.4666559,-0.451380504,0.018646424,-0.35861966,-0.713642528,-1.003633064,-0.40049091,0.194244656,-0.218739262,0.088197574,-1.373954323,0.083384427,-0.250183929,-0.204701644,-0.485799079,-0.271972223,0.018646424,-0.296274114,-0.65380604,-0.324220517
b1960,-0.003793276,-0.07648721,-0.097375027,0.0587684,-0.003793276,0.111939128,0.762285998,0.356934181,0.147119877,-0.488571784,0.010870108,0.590196953,-0.433154842,0.102776201,0.499951611,0.297759329,0.668047112,0.377044511,-0.003793276,0.101594165,0.041830812,0.022661205
b1961,0.010073898,-0.091420076,-0.082414233,0.129865387,0.010073898,-0.054808386,0.412814465,0.093840437,-0.205714606,-0.408245874,-0.089946988,0.00752932,-0.326500188,0.351973814,0.378024181,0.328010715,0.63420863,0.35169126,0.010073898,0.02543415,0.096106738,-0.00804325
b1962,0.008941909,0.193025939,0.216803178,0.192368463,0.008941909,-0.593951825,-0.497619469,-0.768866465,-0.272797269,0.253537114,-0.146589088,0.138202438,0.256817159,0.864060336,-0.28036284,-0.351809884,-0.360594703,-0.125901781,0.008941909,0.079025669,-0.360133847,-0.4342642
b1963,-0.005606129,0.218288095,0.382423509,0.026257025,-0.005606129,-1.047193166,-0.797892016,-0.947301646,-0.219103364,0.373341919,0.312821335,0.154085889,0.017836632,0.458008073,-0.356523532,-0.44875394,-0.423951404,-0.349995099,-0.005606129,-0.067529824,-0.182626449,-0.310939445
b1967,-0.103463902,0.296317404,0.032028813,-0.325660988,-0.103463902,-1.378744863,-2.160256311,-2.104886671,-0.644287593,0.529037009,-0.801686643,-0.728252713,0.328223035,0.372453196,-0.218645302,-0.652199232,-1.453039519,-0.301097548,-0.103463902,0.030918843,-0.554916065,-0.824749296
b1968,-0.031710945,0.013890982,0.043435307,0.270149125,-0.031710945,0.057061627,-0.222344604,-0.144978117,0.134373381,-0.252219863,0.262096889,-0.003362972,-0.690212314,0.053001273,0.347352699,0.497437083,0.334620343,0.459553625,-0.031710945,-0.135264415,-0.50214632,-0.220777289
b1969,-0.043885225,0.130499381,0.354659766,0.355263646,-0.043885225,-0.01465525,-0.237963629,-0.054995729,-0.08405848,-0.175159467,0.055302763,-0.080349777,-0.261713047,-0.207800318,0.306815141,0.331411052,0.165425263,0.300238577,-0.043885225,-0.129562574,-0.376438874,-0.164901692
b1970,-0.192329158,0.398524846,0.651830464,0.535398474,-0.192329158,-0.570353461,-0.094890414,-0.147529074,0.165312723,0.401652465,-0.108207355,-0.43733718,0.637432131,1.136726213,0.175335009,-0.095094837,-0.066164159,0.389868647,-0.192329158,0.363696742,1.005376528,0.522992311
b1971,-0.096130456,0.274856862,0.483728319,0.253532782,-0.096130456,-0.931145347,-0.585284326,-0.40180305,-0.166899495,0.313364604,-0.309397631,-0.242288117,0.435100565,0.731013967,-0.024973236,-0.530446438,-0.44282838,0.063871908,-0.096130456,0.08714921,-0.071174457,-0.084596624
b1972,-0.087069469,0.348325809,0.778058031,0.334472271,-0.087069469,-0.904560407,-0.51774332,-0.524001969,-0.13956657,0.312243542,-0.217150192,-0.210135421,0.533755644,0.388548634,-0.051035135,-0.517999533,-0.421277408,-0.006498231,-0.087069469,0.121800639,0.071075085,-0.004723114
b1973,0.172947062,-0.153908425,0.452387911,0.492728374,0.172947062,0.045750992,0.056715481,0.220525643,1.30032275,-0.749962642,0.26217963,0.624294343,-0.352541147,-0.125829204,0.231121456,0.608380673,0.48784911,-0.005411508,0.172947062,-0.027699591,-0.349850996,0.61004219
b1974,-0.086933212,0.750969096,0.829054855,0.602025262,-0.086933212,-0.43172509,-0.423797566,-0.461158484,-0.044559715,0.296868567,0.288321149,-0.311725915,-0.133300795,0.504133992,-0.03606893,0.003462473,-0.403169896,-0.054922197,-0.086933212,0.437217869,-0.130398374,0.590080026
b1976,-0.05273902,-0.17966591,-0.191129167,0.002047778,-0.05273902,0.281201789,-0.057696834,0.226797955,-0.089797019,-0.176158638,-0.358452333,-0.251881437,-0.401184292,-0.784361413,0.334375696,0.574849451,0.357263979,0.491991515,-0.05273902,-0.168403172,-0.146656988,-0.041067484
b1978,-0.036967682,0.022872407,0.031859783,0.106779459,-0.036967682,-0.113724482,0.028193079,0.032665311,-0.006693798,-0.040467716,-0.023591176,-0.070293121,-0.108412877,0.011243504,0.151370763,0.069408371,0.04780118,0.135838579,-0.036967682,-0.069725722,0.00578532,-0.046160678
b1981,0.14010765,-0.507572255,-0.811695567,-0.187315162,0.14010765,0.338991022,0.066333668,0.210581125,0.081123245,-0.429800432,0.174713186,0.660900287,-0.384341157,-0.522582949,0.009477481,0.207469689,0.198920197,-0.109459597,0.14010765,0.051310672,-0.183599225,-0.08404441
b1982,-0.003978049,-0.152346799,-0.795851099,-0.392764737,-0.003978049,-0.438142624,-0.72448017,-0.400798172,-0.390294671,0.322493531,-0.060351729,0.005666077,-0.127299369,-0.728447615,-0.310559383,-0.53515074,-0.531967087,-0.156017291,-0.003978049,-0.190599626,-0.46848698,-0.943871087
b1983,0.244549748,-0.815387828,-0.840168627,-0.327044676,0.244549748,0.44200888,0.488522211,0.826889082,0.952604913,-1.28260861,0.406303968,0.561518687,-1.342756143,-1.644837905,0.548959367,0.819926409,0.812482796,0.60646991,0.244549748,0.026069956,0.732573365,0.391870326
b1985,-0.094450257,0.482576272,0.406201772,0.615875265,-0.094450257,-0.244940567,0.025392776,0.067710545,0.13409543,0.047140151,0.081931032,0.086589355,0.308027294,0.325492862,0.236210621,-0.095214855,0.021559645,0.293589154,-0.094450257,0.26472221,0.047443248,-0.040085211
b1987,-0.105177094,0.023644837,0.18747535,0.256465238,-0.105177094,0.248030324,-0.368725761,-0.221431977,-0.058493179,-0.552077085,0.454766863,0.821126971,-0.497492009,-0.194892593,0.867608367,1.313327877,1.06873578,1.273608223,-0.105177094,1.484967505,1.548565793,0.511184196
b1988,0.274736597,-0.56408903,-0.233765537,-0.55947468,0.274736597,0.381854477,-0.59358895,-0.507241464,-0.506315041,-0.561221787,0.320436064,0.316388378,-0.042181211,0.045518546,-0.262988004,-0.115060986,-0.564034115,-0.395433506,0.274736597,-0.420535178,-0.606262981,-0.570593157
b1990,-0.071652479,0.111399339,0.112300226,-0.016919006,-0.071652479,-1.095658468,-1.019859893,-1.025932431,-0.409763366,0.36930627,-0.191074022,0.070550393,0.732317295,0.091790365,-0.154348833,-0.54721524,-0.817797442,-0.336410262,-0.071652479,0.07850806,-0.390074995,-0.653274908
b1991,-0.075692064,0.0171191,-0.115725746,0.237386679,-0.075692064,0.134255937,0.025226845,0.196096543,-0.028355397,0.01996736,-0.125493053,0.183473824,-0.012471217,0.676891233,0.207108833,-0.112529967,0.054913892,0.184745043,-0.075692064,0.159785892,-0.009073439,-0.090229032
b1992,-0.085406755,0.062724825,0.227260566,0.373292811,-0.085406755,0.254304367,0.264868459,0.423174906,-0.047944787,-0.177223596,-0.016156449,0.411413668,0.325472241,1.541404237,0.433443859,-0.005270364,0.292227795,0.412597669,-0.085406755,0.183647804,0.127899057,-0.096836433
b1993,-0.099943625,0.158981927,0.00764796,0.404421457,-0.099943625,0.155172269,0.303476694,0.358869728,-0.047497647,0.047231531,-0.003592805,-0.007364758,0.125511626,1.032040641,0.252599345,0.167891966,0.337517755,0.228248779,-0.099943625,0.067675908,0.350089604,-0.116104271
b1994,0.004069588,-0.223309146,-0.296104113,-0.071261629,0.004069588,0.347767898,0.362569949,0.386464097,-0.073064847,-0.237867863,0.041531457,0.201495139,-0.043169147,0.112400937,0.225659099,0.106692324,0.363852486,0.277922734,0.004069588,-0.086903367,0.239139817,0.197740518
b1996,-0.095405304,-0.104042435,0.06146496,0.022460254,-0.095405304,-0.311689443,-0.133631028,-0.047031216,-0.046102203,-0.101166711,-0.004711671,0.024398888,0.077694019,0.87112696,0.387382623,0.009372671,0.040399758,0.273571319,-0.095405304,-0.222047201,-0.146343968,-0.248905434
b1997,-0.099867576,-0.053064334,-0.235631102,-0.181853861,-0.099867576,-0.242134382,-0.127715064,0.032961598,-0.044007088,0.12948245,0.09854191,0.110966871,0.062961975,0.643031104,0.170120278,-0.096881834,0.036457442,0.24750442,-0.099867576,-0.251480467,-0.113075269,-0.248315704
b2000,-0.173616254,1.34565545,-0.162617343,0.316662484,-0.173616254,0.125558121,-0.074698478,0.284609095,-0.59197984,-0.380457812,-0.35658796,0.175138031,-0.318500641,-0.307832773,0.901306574,1.065363333,1.005640207,0.788558955,-0.173616254,0.912793613,0.55189842,-0.020774296
b2001,-0.156592015,0.410471059,0.017141069,0.065723037,-0.156592015,-0.221917005,0.054407797,0.300628239,-0.255140784,-0.255918829,-0.082149657,-0.085094357,-0.200614138,-0.119184013,0.725694873,0.586849117,0.685827209,0.582718124,-0.156592015,0.266095995,0.283566356,0.055592977
b2002,-0.054289101,0.49980205,0.614274108,0.235577378,-0.054289101,-0.143565455,0.589622857,0.621207041,-0.000211489,-0.373621458,-0.382489276,-0.203868726,-0.11421544,0.537782384,0.536488759,0.221027903,0.394432827,0.403405884,-0.054289101,-0.040127428,0.40725956,0.342567645
b2003,-0.269816685,-0.383567127,0.430216192,0.259987567,-0.269816685,-0.185078024,0.375500786,0.315591426,-0.225016461,0.132478974,-0.187253163,-0.023238931,0.206373876,0.75568389,0.67697108,-0.174372156,-0.145941844,-0.235962399,-0.269816685,-0.258124827,-0.31588681,-0.28355165
b2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b2005,-0.085235981,0.256775689,0.226688783,-0.088254271,-0.085235981,-0.968173783,-0.005143034,-0.048583751,-0.047875666,-0.176787014,-0.016170655,-0.968173783,0.324711137,-0.156033648,0.432494957,-0.005312505,0.018730182,-0.057029422,-0.085235981,-0.075512641,-0.123360991,-0.096633882
b2007,-0.051741031,0.236901912,0.188768545,0.179402134,-0.051741031,-0.0390046,0.372040933,0.321519854,0.236705364,-0.02825865,-0.356777108,-0.136700516,-0.011095955,0.37536825,0.183481743,0.03636379,0.245384288,0.262418912,-0.051741031,-0.071756233,0.388195667,0.189796463
b2008,0.012082478,0.235001739,0.333720202,0.043582407,0.012082478,-0.811731918,-0.649356673,-0.691747333,-0.262567472,0.470748496,-0.37153548,-0.242113859,0.523788953,-0.657841011,-0.506995931,-0.691737408,-0.625780755,-0.277578835,0.012082478,0.100306909,-0.004530954,-0.032341279
b2009,-0.107344905,0.52067775,0.663452406,0.358172123,-0.107344905,-0.899333828,-0.855484315,-0.843810569,-0.153180188,0.177144174,-0.114522775,-0.367514806,0.319906419,0.773924596,0.14489054,-0.361408731,-0.558195906,0.156240109,-0.107344905,0.174937737,-0.281478798,-0.158933162
b2010,-0.080351398,-0.051793088,-0.015928124,0.152649786,-0.080351398,-0.080148252,0.270488432,0.056050613,0.057026326,-0.048797009,-0.188354501,-0.013587129,-0.052133271,0.297094196,0.289851203,-0.06836378,0.228682445,0.197404521,-0.080351398,-0.067050055,0.029342755,-0.189164865
b2011,0.019955332,-0.040157203,-0.11117255,0.215325818,0.019955332,0.191696749,0.377279035,0.403370383,0.069029912,-0.295759144,-0.062731185,0.02861246,-0.22910386,-0.368434014,0.235893147,0.206129473,0.464613221,0.28794628,0.019955332,-0.002603286,0.165759828,-0.10617424
b2012,-0.010660318,1.256872452,1.936197581,1.416392051,-0.010660318,1.066262304,0.823925306,0.736719917,0.876782944,-0.913219981,0.942959888,0.443045396,-0.528070913,-0.100451239,0.945200934,1.577066468,1.475834769,1.428966676,-0.010660318,0.913585345,1.838155135,1.047989027
b2013,-0.11714414,1.385095468,2.054839647,1.592833413,-0.11714414,0.997972741,0.644594642,0.345696511,0.71596516,-0.933975583,0.953233196,0.63809283,-0.980762879,0.015497534,1.285408003,1.728078113,1.776004277,1.470045043,-0.11714414,1.257243119,2.137050668,1.148162701
b2014,0.271618003,-0.723389784,-0.755315347,-0.242095008,0.271618003,0.032102873,-0.064478515,-0.12615994,-0.247213879,-1.259039549,-0.42155268,0.372432696,-0.946388831,-1.237390416,0.444185538,0.650158395,0.891371225,0.068190145,0.271618003,0.453567741,-0.078855174,0.097431762
b2015,-0.080976354,0.170241319,0.326847172,0.05732277,-0.080976354,-0.670219641,-0.410331318,-0.305994407,-0.506410528,0.320714245,-0.312430457,-0.532207551,0.193820172,0.614716873,-0.077785182,-0.397092222,-0.400379522,0.079281542,-0.080976354,-0.056167427,-0.263788766,-0.615103783
b2016,0.012027512,0.11579867,0.215030751,0.20212464,0.012027512,-0.093499596,0.041783556,0.056933556,0.069003139,0.073113999,-0.056814395,0.140442927,0.40416064,-0.048191365,-0.109196536,-0.178111734,-0.001073828,-0.013396571,0.012027512,0.106162281,-0.114391327,-0.382054008
b2017,-0.09503044,0.540513677,0.940063664,0.83549969,-0.09503044,-0.003847478,0.345886829,0.561567531,0.340388351,-0.169103163,-0.133883625,-0.172780137,-0.19109604,0.484398569,0.454194483,0.276901728,0.457232134,0.496403409,-0.09503044,0.201086859,0.272485775,0.451718792
b2018,0.081585076,-0.764203246,-0.124388093,-0.428105592,0.081585076,0.60127212,0.740624706,0.926394934,1.05491977,-0.581881055,-0.02543895,0.412664274,-0.208745636,-0.723748814,0.337125826,0.213101308,0.511942666,0.71260023,0.081585076,-0.122893043,-0.08794535,0.242987567
b2019,0.222984994,-1.461544593,-1.427624151,0.274974537,0.222984994,0.883468767,1.232406516,1.55720387,1.365713794,-1.14439047,-0.398318189,0.881392122,0.142836139,-0.470724336,0.475435487,0.769600219,1.073446878,0.542530243,0.222984994,-0.220325579,-0.304365247,0.65977457
b2020,0.292405703,-1.26697087,-1.341960127,0.198904278,0.292405703,1.034783752,1.519206607,1.611322852,1.733010542,-0.921866949,-0.330546255,0.757162298,-0.016675109,-0.8772719,0.044649841,0.520513861,1.148829806,0.379853229,0.292405703,-0.137848278,0.021799441,0.683471332
b2021,0.308116435,-1.2508366,-1.352906108,0.020292493,0.308116435,0.984393961,1.529305026,1.668441601,1.517456023,-0.898836142,-0.173425684,0.68252211,-0.382686771,-0.965790804,-0.025513164,0.551423828,1.188829767,0.278490727,0.308116435,-0.113572891,0.005053046,0.638468577
b2022,0.299852269,-1.18477253,-1.240279911,0.073486932,0.299852269,0.997666481,1.457230774,1.600701924,1.332072742,-0.912484293,0.094404872,0.879466884,-0.791810148,-1.001266873,0.012927486,0.744481251,1.249790622,0.219427585,0.299852269,-0.029281306,-0.059300939,0.733421613
b2023,0.217496076,-1.228366009,-1.173618357,0.239082965,0.217496076,0.940918429,1.213534849,1.319655018,1.085813629,-0.766384725,0.184069297,1.168432527,-0.814033732,-0.73171594,0.113896498,0.667540485,1.130732681,0.054393401,0.217496076,0.057089855,-0.088602949,0.820080023
b2024,0.277002723,-1.154577578,-1.192199854,0.251119773,0.277002723,0.995754963,1.167497853,1.290194173,1.216824464,-0.838886948,0.102896336,1.467606502,-0.605017566,-1.194651305,0.007878778,0.559612829,1.013661085,0.190725729,0.277002723,0.206734059,0.057119612,0.936458589
b2025,0.236549246,-1.217890113,-1.335112821,0.047075931,0.236549246,0.760331969,0.867031703,1.102192642,0.87002316,-0.8220971,0.161643464,1.446312464,-0.684329322,-1.42408579,0.112449362,0.541224879,0.82930676,-0.001912027,0.236549246,0.156238467,0.024577337,0.917302753
b2026,0.193674754,-0.981832947,-1.002169882,0.059700358,0.193674754,0.689378708,0.890246544,1.344049068,0.741665357,-0.787332494,0.206452917,1.249393282,-0.773279941,-1.136122947,0.206308231,0.684453294,0.793640563,0.070069036,0.193674754,0.134815297,0.074285939,0.910430715
b2027,-0.015848984,0.086066114,-0.010102552,0.357059644,-0.015848984,-0.256122836,0.106907162,-0.254932137,-0.297734611,-0.291350348,0.295938209,0.204712125,-0.475323521,-0.649210644,0.338897299,0.309710516,0.434299981,-0.120667591,-0.015848984,0.120432173,-0.006748576,0.084662447
b2028,-0.075171231,-0.66091566,-0.349888076,-0.456401974,-0.075171231,-0.166650973,0.55291704,1.135944144,-0.392271421,-0.325712693,-0.021738212,0.106964842,-0.36868271,-0.541384433,0.551226385,0.407687244,0.802597008,0.605720856,-0.075171231,-0.176720056,0.347548304,-0.075618893
b2029,0.017835007,-0.276714726,-0.249356942,-0.232626817,0.017835007,-0.287938124,-0.133054794,-0.077945202,0.222404667,-0.203000256,-0.182661761,0.09240982,-0.076097987,-0.060909931,0.149495235,0.029378415,0.166107673,-0.029111098,0.017835007,0.080339532,0.063495098,-0.162081757
b2030,0.005209013,-0.212799492,-0.266394805,-0.060207477,0.005209013,0.366649423,0.381460012,0.386990519,-0.069251996,-0.220428615,0.03586889,0.217175372,-0.0330092,0.084104834,0.204801576,0.115075359,0.363749256,0.275693432,0.005209013,-0.085046456,0.236874376,0.213335222
b2032,0.119770107,-0.483332281,-0.365773856,-0.082842126,0.119770107,0.095931178,0.380656038,0.230324917,-0.320191647,-0.47534149,-0.026883514,0.134259484,-0.424780728,-1.09148527,0.116031168,0.362984772,0.550260344,0.255534706,0.119770107,-0.017918932,0.404825694,0.006502306
b2033,0.178404152,-0.374073156,-0.343222361,-0.025781101,0.178404152,0.135005148,0.614188728,0.226706989,-0.18729081,-0.679511348,-0.014567851,0.302654566,-0.339041149,-1.072473295,0.144298893,0.303716413,0.64277552,0.369609277,0.178404152,0.201237645,0.520186483,0.006098042
b2034,0.159572052,-0.254316038,-0.144262881,0.122045288,0.159572052,0.242832675,0.456867658,0.220094243,-0.148817387,-0.668573106,0.004743219,0.146177943,-0.560751575,-0.675078155,0.189856951,0.391238115,0.629784167,0.336089847,0.159572052,0.196858439,0.521541534,0.182162816
b2035,0.086755753,-0.389065257,-0.16225415,0.032360669,0.086755753,0.216860394,0.336796369,0.223831041,-0.217982846,-0.526705532,0.021944739,0.152458097,-0.39165739,-0.543459924,0.266438272,0.444852724,0.56862263,0.295832028,0.086755753,0.086482691,0.394183165,0.099564525
b2036,0.095969207,-0.202477491,-0.095749746,0.220020473,0.095969207,0.394963626,0.379955022,0.251979569,0.00581337,-0.520865577,-0.029904637,0.297930526,-0.33720504,0.07874673,0.232957956,0.379695663,0.57988027,0.410695985,0.095969207,0.039978166,0.276898641,0.042919716
b2037,0.051460092,-0.091063514,0.037239948,0.145725654,0.051460092,0.02403815,0.315090807,0.139954171,-0.158324501,-0.5080523,0.0211248,0.190163082,-0.392308423,0.029514172,0.353672024,0.497060751,0.528157377,0.326423165,0.051460092,0.114003282,0.374965882,0.140211536
b2038,0.11257678,-0.162138458,-0.006133875,0.176447831,0.11257678,0.094822532,0.480824952,0.190873694,0.040760277,-0.541996967,-0.189428048,0.476223022,-0.291994869,-0.1834369,0.204266626,0.480554386,0.573565581,0.438042613,0.11257678,0.128793692,0.403962805,0.272564239
