,Expression dapF_parent,Expression dapF_sup_1-1,Expression dapF_sup_3-1,Expression dgk_parent,Expression dgk_sup_1-1,Expression dgk_sup_2-1,Expression dgk_sup_3-1,Expression entC_parent,Expression entC_sup_1-1,Expression entC_sup_2-1,Expression entC_sup_3-1,Expression ppk,Expression ppk_sup_1-1,Expression ppk_sup_1-2,Expression zwf_parent,Expression zwf_sup_1-1,Expression zwf_sup_1-2
b0142,-1,-1.584962501,-0.469485283,0.959358016,0.152003093,0.289506617,0,1.415037499,2.039528364,-0.847996907,-0.362570079,0.36923381,0.459431619,-0.263034406,-0.469485283,-1.362570079,-0.08246216
b0143,-1.028569152,-1.321928095,-0.455194626,0.533123569,0.23926624,-0.130167292,-0.387023123,1.012072832,1.488886529,0.116409492,-0.139930261,0.378511623,0.457412451,-0.121501005,-0.099535674,-0.645625283,-0.011359862
b0144,0.201633861,0.485426827,0.263034406,-0.234465254,0.201633861,1.232660757,0.5360529,0.371968777,0.866733469,1,0,-0.106915204,-0.05246742,0,0.378511623,0,0.963474124
b0145,0.0131155,-0.053687871,-0.382469637,-0.517399217,-0.417235055,-0.434937057,0.006572654,-0.684666017,-1.185279248,-0.307898535,0.915324693,-0.333657387,-0.27594189,0.323095796,-0.204931451,0.219566377,-0.138162439
b0146,-0.123735368,-0.189824559,-0.382469637,-1.189824559,-1.235628248,-1.235628248,-0.30718151,-1.938599455,-1.464668267,0.176877762,-0.086156644,-0.394278939,-0.394278939,0.061400545,0.058102955,-0.235628248,-0.517399217
b0147,-0.032914622,-0.300394933,0.211504105,0.183122304,0.345597001,-0.209792385,-0.19730144,0.672705395,0.397070953,0.028289044,-0.26589406,0.107412942,0,-0.371558863,-0.04405518,-0.066597749,0.436570661
b0148,0,0,0.289506617,0.415037499,0.530514717,0.530514717,0.152003093,0,0.321928095,-0.192645078,0.584962501,0,0.125530882,0,0,0.289506617,0.152003093
b0149,-0.030057234,0.086587685,0.20744208,-0.014950341,0.549834277,0.258068153,0.043943348,0.653824359,0.27897595,0.371094152,0.736965594,0.220500362,0.209095599,0.08979667,0.141554144,0.609540523,0.306977753
b0150,0.109864496,0.250514937,0.127989044,0.305697852,0.599973713,1,0.374114315,-0.116308886,-0.226388809,0.228366322,0.453432878,-0.159282377,-0.148098639,-0.080098539,-0.136126437,0.538968327,0.117141662
b0151,-0.234465254,-0.321928095,0,0.5360529,0.263034406,0.678071905,0.584962501,-0.099535674,0.61667136,0.263034406,-0.321928095,0.392317423,0.459431619,0.247927513,-0.152003093,-0.321928095,-0.415037499
b0152,-0.624490865,-0.624490865,-0.402098444,0.69743723,0.282399731,0.69743723,0.790546634,0.637429921,0.91753784,-0.054447784,-0.667424661,0.263034406,0.152003093,-0.099535674,-0.080170349,-0.565597176,-0.039528364
b0153,-1,-1,-0.263034406,1,0.222392421,0.584962501,0.736965594,1.222392421,1.874469118,0,-0.584962501,0.192645078,0.192645078,0,0,-0.584962501,0
b0154,-0.161362988,0.110182918,-0.422691072,-0.015347964,0.103093493,0.179224562,0.179224562,-0.456064768,-0.366427555,0.122719158,0.862159359,-0.354349573,-0.155569708,0.012767296,-0.21351427,0.05246742,-0.19592021
b0155,0.272079545,0.154722595,-0.173331603,-0.920565533,-1.084064265,-1.084064265,-0.37036845,-0.785875195,-1.029146346,-0.251538767,-0.304006187,-0.371968777,-0.704544116,0.155278225,0.079434467,-0.442518236,-0.518467089
b0156,1.284208429,1.67516031,1.27462238,-0.096215315,0.215728691,0.865982652,-0.527931556,-1.177538186,-0.247927513,0.015106892,0.171611378,-0.485426827,-0.076961982,0.108252891,0.31259023,0.420843121,-0.121306296
b0157,-0.584962501,-0.584962501,0,0.415037499,0,0,0,1,1.584962501,0,0,0.415037499,0.415037499,0.415037499,-0.584962501,-0.584962501,-0.584962501
b0158,-0.678071905,-1.263034406,0.058893689,0.807354922,0.36923381,0.772589504,1,1.459431619,1.662965013,0.222392421,0.115477217,0.192645078,0.162271429,-0.144389909,0.273018494,-0.263034406,0.273018494
b0159,0.612574732,0.771058793,0.549687026,-0.11983977,0.253419317,0.415037499,0.26216295,-0.261993125,-0.255761171,-0.108117617,-0.177104227,-0.151117733,0.007948753,-0.33493896,-0.201633861,0.434507363,-0.136980903
b0160,-0.263034406,-0.497499659,-0.584962501,-0.415037499,-0.192645078,-0.263034406,-0.584962501,-0.817135943,-0.817135943,-0.121990524,-0.750021747,-0.074000581,0.137503524,0,-0.192645078,-0.263034406,-0.415037499
b0161,-0.517399217,0.219566377,0.09557766,-0.259087221,-0.259087221,-0.408464845,0.454031631,0.158697746,-0.033947332,-0.256339753,-0.317740298,-0.102569734,-0.196691911,-0.502500341,-0.123735368,-0.14543044,0.317970081
b0162,0,1,1,1,0,0,0,0,0,0,1.584962501,0,1,0,0,0,1
b0163,0.904139985,0.346450414,-0.374395515,-1.114332675,-0.725560831,-0.330541225,-0.144389909,-1.637051012,-2.109804009,0.11783649,0.425233266,-0.816288047,-0.816288047,0.209613817,-0.214399631,-0.152003093,-0.466318004
b0164,0.125530882,0.710493383,-0.289506617,0.447458977,1.064130337,1.710493383,0.628031223,0.347923303,0.125530882,0.347923303,0.2410081,-1.137503524,-0.237039197,-0.652076697,-0.289506617,0.447458977,1.347923303
b0166,0.510034013,0.663362504,0.632024538,0.213734061,0.604965525,1.053748228,0.299088119,0.767339243,0.430304256,0.44164923,-0.577308928,-0.620712526,0.123217016,-0.597628913,-0.113904455,0.698695577,1.035439669
b0167,0.430951989,-0.039938745,-0.024831853,-0.413397141,-0.004932296,0.438238343,0.095261993,-0.863118194,-1.354776974,-0.350411782,-0.048673847,-0.3997167,-0.106520324,0.369399418,-0.070635543,0.043647885,-0.487397722
b0168,1.392250397,1.689244605,1.557251673,-0.064770255,0.583554306,0.091348947,0.061312573,0.007505677,0.457671399,0.36221169,-0.334886521,0.440572591,0.706796841,0.300583192,-0.136448279,0.499433685,0.165382556
b0169,-0.683452364,-0.333570208,-0.088073247,0.606766871,0.17019621,-0.059809395,0.215050446,0.865289691,0.723482365,0.038621294,1.027691734,0.422560458,0.368348775,0.24648323,-0.017189761,0.185303103,0.238000526
b0170,-0.726138564,-0.118877396,-0.338322533,0.300578775,0.102250058,-0.267933205,0.232834168,0.108706259,0.252542032,-0.051074185,-0.090602549,0.171045541,0.417557491,-0.010124217,0.008127881,0.320297009,0.326810316
b0171,0.112474729,0.182864057,0.112474729,0.490986353,0.282399731,0.69743723,0.648527629,1.111031312,0.678071905,0.443606651,1.23878686,-0.141355849,-0.206450877,-0.447458977,0.405256478,0.518467089,0.69743723
b0172,0.181606806,0.034765418,0,-0.313157885,-0.403355694,-0.576192291,-0.017702002,-0.754089772,-0.650253961,-0.462626958,0.037802033,0.017073513,-0.106915204,-0.144389909,-0.017702002,-0.270089163,0.051838932
b0173,0.849974556,1.008878151,0.840059087,-0.036069255,0.260062839,0.332575339,0.017702002,-0.152003093,-0.116813665,0.078002512,0.222392421,-0.144389909,-0.206450877,-0.099535674,0.360589715,0.245112498,0.48032896
b0174,-0.505235308,-0.505235308,-0.101879614,0.2410081,0.295455884,0.471305719,-0.067114196,0.255257055,0.331205908,0.293731203,0.903784685,0.131244533,0.110182918,-0.249359469,0.125530882,-0.033166864,0.423211431
b0175,-0.152003093,0.047305715,-0.099535674,0.093109404,0.341036918,0.415037499,0.093109404,-0.146841388,0.090197809,0.090197809,0.569365646,0.040641984,0.192645078,-0.129283017,0.137503524,0.093109404,0.222392421
b0176,-0.085729874,0.027480736,0.106915204,0.182203331,0.321928095,0.343954401,0.054447784,-0.246160587,0.108934372,-0.028569152,0.415037499,-0.189477799,0,-0.04508789,-0.028014376,0.321928095,0.253756592
b0177,-0.104239968,-0.055191786,-0.079507447,0.023022218,0.0863248,0.071678024,0.132925213,-0.105661776,0.16901907,-0.071000769,-0.406909618,-0.06091438,0.04405518,0.040434864,0.030615367,0.342664553,0.314949175
b0178,-0.078767085,0.009794301,0.12241544,0.082134536,0.127822174,0.089542485,0.302137729,-0.199937571,0.271847476,0.072408496,-0.754754908,0.139343827,0.183614094,0.145461271,0.098749249,0.258440877,0.352268985
b0179,0.336013851,0.393094946,0.411630898,0.120076452,0.301090632,0.435980759,0.221614478,-0.025145648,0.189525736,-0.07350867,-0.076791254,0.049790367,-0.042468141,0.118354653,0.346756232,0.342468873,0.469787703
b0180,0.559427409,0.928661218,0.721698838,0.074000581,0.51583814,0.846590085,0.144389909,-0.378511623,0.0138058,0.439111634,-0.161280907,-0.220688115,0.155069396,-0.02061028,0.144389909,0.674904626,0.576500922
b0181,0.736965594,1.167944637,0.963930745,0.289506617,0.715432433,0.908077511,0.199308808,-0.246639968,0.210566986,0.440572591,0.836501268,-0.048363022,0.273565073,0.312384322,0.245112498,0.505640048,0.48032896
b0182,0.404390255,0.667424661,0.612976877,0.527247003,1.041820176,1.541893779,0.719892081,0.273018494,1.142957954,0.415037499,0.807354922,-0.025995209,0,0.237039197,0.197939378,0.338801913,0.889817082
b0183,0.172836597,0.610957709,0.408464845,0.388565288,1.038819249,1.628031223,0.628031223,0.652076697,1.118644496,0.824913293,1.080170349,-0.035189428,0.254317189,0.194816177,0.2410081,0.576192291,1.051530301
b0184,-0.253756592,0.293731203,0,0.090197809,0.505235308,0.773724144,0.133266531,0.347923303,0.8259706,0.447458977,0.064130337,0,0.134301092,-0.03562391,0.090197809,0.367731785,0.853158612
b0185,-0.508341219,-0.355094959,-0.355094959,-0.300233024,0.043068722,0.141472426,-0.278859373,0.09657326,0.157541277,0.335184192,0.137503524,0.022252807,0.155735812,-0.217417606,0.076621282,0.415037499,0.24838763
b0186,-0.096676019,-0.584962501,-0.605140383,-1.469485283,-1.896906507,-1.667424661,-0.506959989,-1.289506617,-1.271804615,-0.316473665,-1.381429107,0.05246742,-0.432959407,0.353636955,-0.169925001,-0.896906507,-1.397335498
b0187,0.130946517,-0.155433999,0.079985103,-0.508223057,-0.465010991,-0.488857733,0.030516427,-0.060007309,-0.240765242,-0.335348611,-0.777607579,0.193232375,-0.057523701,0.164169909,-0.088319803,-0.455581578,-0.338298056
b0188,-0.222392421,-0.347923303,0.192645078,0.440572591,0,-0.347923303,0.362570079,0.906890596,1.392317423,0.700439718,-0.192645078,0.540568381,0.540568381,0.2410081,0.280107919,-0.485426827,-0.106915204
b0189,0.584962501,0.963930745,0.311201688,-0.710493383,0.103093493,0.274859841,-0.169925001,-1.359081093,-1.282730207,0.522498414,0.664251411,-0.448273829,-0.388402373,-0.045514659,-0.150025444,0.467504919,-0.045229254
b0190,-0.099535674,-0.263034406,-0.152003093,0.047305715,0.30256277,0.137503524,0.093109404,-0.186413124,-0.044394119,0.084888898,0.415037499,-0.096215315,0.133266531,-0.047305715,-0.152003093,0.093109404,0.047305715
b0191,0.711874613,0.601450624,0.351472371,-0.273018494,-0.050626073,0.164386818,0.408805546,-0.278716028,-0.624490865,-0.255257055,1.477047162,-0.119298928,-0.249359469,0.04508789,0.186413124,0.024662054,0.229481846
b0192,0.230612928,0.230612928,-0.019365325,-0.500898236,-0.321928095,-0.22881869,0.056583528,-1.145850866,-0.893084796,-0.161280907,-0.325400287,-0.076621282,-0.130060541,0.119298928,-0.019365325,-0.099535674,-0.184424571
b0193,0.540568381,1,0.347923303,0,1.064130337,1.710493383,0.347923303,0,0.152003093,0.289506617,0.152003093,-0.362570079,0.152003093,0.222392421,-0.137503524,0.862496476,0.447458977
b0194,-0.202492864,0.115477217,-0.017277991,0.033947332,0.099535674,0.131244533,0.017073513,0.415037499,0.819427754,0.210217707,0.436099115,0.088536675,0.219781208,-0.113956189,0.033947332,0.033947332,0.162271429
b0195,-0.2410081,-0.115477217,0.387023123,0.299560282,0.691877705,1.106915204,1.253756592,1.938599455,1.938599455,0.736965594,0.584962501,0.056583528,0,-0.251538767,0,-0.2410081,0.691877705
b0196,0.208185929,-0.108117617,0.515614454,0.100576955,0.537309525,0.548035932,0.48244759,1.15124358,0.538668848,0.458050388,0.116644919,0.121251155,0.114951166,-0.189717728,0.212687321,0.664334963,0.48244759
b0197,-1.022195746,-0.914481929,-0.486528542,0.929473004,0.166249343,0.958098845,1.013700911,0.507886278,0.096753233,-0.077076223,-0.401205226,0.284814922,0.261124816,0.677356105,-0.187932951,0.544005826,0.867443806
b0198,-0.700439718,-0.608517229,-0.416985771,1.026047358,0.309020611,1.282853949,1.238984842,0.527788792,0.385981466,-0.178803153,-0.567368441,0.208666574,-0.125908897,0.16112099,-0.213657611,0.745119726,1.406983865
b0199,-0.430634354,-0.632268215,-0.561878888,0.746243408,0.133266531,2.51340924,1.940621453,-0.275634443,0.646363045,-0.523561956,-0.275634443,0.133266531,-0.199308808,0.090197809,-0.199308808,-0.430634354,1.660513534
b0200,0.05246742,-0.026967048,0.267480311,0.434937057,0.567040593,0.888968688,0.567040593,-0.289506617,0.125530882,0.321928095,0.649092838,0.047305715,0.222392421,0.415037499,-0.169925001,0.311201688,0.026472211
b0201,0,0,9.869208251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0202,-0.796466606,-1.237039197,-0.137503524,0.381870635,0,-0.652076697,0.043068722,0.94753258,1.684498174,-1.222392421,-0.222392421,0.736965594,0.777607579,0.192645078,0.2410081,-0.289506617,-0.137503524
b0203,9.869208251,0,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,9.869208251,0,0,0,0,-0.584962501,-0.584962501,9.869208251,9.869208251,9.869208251
b0204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0205,0,0,0,0,0,0,0,0,0,0,0,0,9.869208251,0,0,0,0
b0206,0.415037499,0.152003093,0.830074999,0.289506617,0.152003093,-0.169925001,0.530514717,2,2.321928095,-0.584962501,1.874469118,-0.093109404,0.087462841,-0.415037499,0.91753784,0.289506617,1.078002512
b0207,1.111031312,0.970853654,1.111031312,0.214124805,0.163498732,0.263034406,0.565597176,-1.321928095,-1.099535674,-0.38332864,-0.658963082,0,0.378511623,0.169925001,0.310340121,0.163498732,0.111031312
b0208,0.338168736,0.130060541,-0.173331603,-0.3016557,-0.40599236,-0.055495113,-0.37036845,-0.874469118,-1.68182404,-0.359895945,-0.408805546,-0.299560282,-0.227410496,0.142957954,-0.268488836,-0.055495113,-0.518467089
b0209,0.299560282,0.290037508,0.304298201,-0.193479729,-0.49715612,-0.180182907,0.040317455,-1,-0.991121849,-0.415037499,-0.500646215,0.118181426,0.126263773,0.335934953,-0.115477217,-0.268887132,-0.319010612
b0210,0.70571466,1.244307198,0.807354922,-0.326228232,0.083416008,0.146841388,-0.106915204,-0.672425342,-1.212993723,-0.246160587,0.234465254,0,0.141355849,0.512450001,0,0.115477217,0.177538186
b0211,-0.387023123,-0.839535328,0.14775362,0.014075185,-0.280107919,-0.563900885,-0.628031223,0.387023123,0.60334103,-0.530514717,-0.746243408,0.773724144,0.526930379,0.242200902,0,-0.405638801,0.055495113
b0212,0.504042505,0.661583782,0.125530882,-0.571906348,-0.321928095,-0.321928095,0.172836597,-0.695993813,-0.754887502,-0.111031312,0.069540933,-0.547487795,-1.038474148,-0.27064759,-0.196397213,-0.053439259,-0.166649869
b0213,-0.078002512,-0.078002512,-0.247927513,-0.160464672,-0.341036918,0.211504105,-0.547487795,-0.94753258,-0.754887502,0.152003093,-0.432959407,-0.144389909,-0.070389328,0.131244533,-0.160464672,0.074000581,-0.440572591
b0214,0.31410859,0.249978253,0.462971976,0.199937571,0.623436649,0.584962501,0.165586066,-0.705256734,-0.058893689,0.093109404,-0.22881869,-0.194816177,0.102569734,-0.030696797,-0.143364175,0.360402243,-0.30256277
b0215,0.583463597,0.59541145,0.522193453,-0.21790503,-0.027221469,-0.064334642,-0.121858343,-0.499964848,-0.879553511,-0.26227329,-0.038577032,-0.065588342,-0.103835811,0.133855747,0.070175294,0.185323167,-0.181771244
b0216,-0.341036918,-0.788495895,0.074000581,0.610053482,0.506959989,0.074000581,0.275634443,0.7589919,0,-0.530514717,-0.378511623,-0.044394119,0.125530882,0.084888898,0,-0.160464672,0.506959989
b0217,0.321928095,0.584962501,0,-0.415037499,0,0.321928095,0.321928095,-0.321928095,-0.736965594,0,1.584962501,-0.222392421,0,-0.222392421,-0.415037499,0,0.321928095
b0219,-0.090197809,0.043068722,-0.186413124,-0.237039197,-0.237039197,0.043068722,-0.090197809,-0.436099115,-0.665580961,0.176877762,0.204358499,-0.137503524,-0.090197809,-0.090197809,0.084888898,0.084888898,-0.090197809
b0220,0.353636955,0.078002512,-0.497499659,-0.646363045,-0.710493383,-0.777607579,0.949016071,-0.650415562,-1.047305715,-0.527931556,-0.199308808,0.2255597,-0.562936194,-0.068171503,0.353636955,-0.415037499,0.187627003
b0221,0.684224132,0.460552159,0.2793824,0.637429921,-1.741081703,-0.641546029,0.060372618,-1.208108195,-1.696855381,-0.896164189,-0.284729477,-0.192645078,-1.05246742,0.192645078,-0.566583971,-1.410933101,-0.300509111
b0222,0.757575874,0.751423647,0.763701977,0.26476322,0.488389241,0.332270039,0.247381142,-0.874469118,-0.326981323,0.33997455,-0.159871337,-0.33198176,0.100603941,0.007992791,-0.074546953,0.495768771,-0.260960078
b0223,0.167727446,0.157638628,-0.051735645,-0.054664976,0.190172592,0.315703474,-0.105395778,-0.312665174,-0.656397639,-0.204307995,0.13306153,-0.233244699,0.075815782,0.159508385,-0.279503058,0.238834711,-0.310678954
b0224,-0.361795478,-0.038474148,0.168719239,-0.101086125,0.311039779,-0.662965013,0.197382997,0.739610315,0.739610315,0.421640234,-0.308752706,0.72935241,0.452512205,0.243925583,0.032180406,-0.130469932,0.525918146
b0225,0.422233001,1.09085343,0.457181509,0.050626073,0.269888077,0.719965686,0.495695163,-0.396300937,-0.54830403,0.121990524,0.306285117,-0.343211653,-0.503406082,0.112595452,0.050626073,0.062516484,0.386416821
b0226,0.867250153,1.394307961,0.765168228,-0.51673623,-0.089968149,0.26065911,0.036036291,-1.185994393,-1.328013398,-0.392836874,-1.218349766,0.022613238,0.100143316,0.247567604,0,0.118691338,0.102203215
b0227,1.169925001,1.459431619,1,-1,0,-0.415037499,0,0,-0.736965594,0.485426827,0.485426827,0,-0.415037499,0.321928095,0.584962501,0.584962501,0.584962501
b0228,0.157541277,0.157541277,-0.056583528,-0.2410081,-0.308122295,0.106915204,-0.176877762,-0.807354922,-0.881355504,-0.321928095,0.228268988,-0.509013647,-0.509013647,-0.209453366,-0.176877762,0.206450877,0.387023123
b0231,0.351472371,0.427421224,0.351472371,-0.273018494,-0.770518154,-0.5360529,-0.5360529,-1,-0.710493383,-0.362570079,-0.526068812,0.131244533,-0.070389328,0.308122295,0.096215315,-0.465663572,-0.688055994
b0232,1,1.671119144,0.797811149,-0.7744403,-0.852442812,-0.091630475,-0.139724764,-0.605721061,-1.0138058,0.053938807,-0.144389909,-0.879145605,-1.194647431,0.068386975,0.106915204,-0.115477217,-0.294447358
b0233,1.074767768,1.802963153,0.871675903,-0.647698256,-0.554588852,0.11783649,0,-0.771731012,-0.807354922,-0.02075856,0.080170349,-0.560714954,-0.712718048,0.246639968,0.089267338,-0.031026896,-0.062735755
b0234,1.10433666,1.887525271,1.03562391,-0.621488377,-0.514573173,0.321928095,0.378511623,-0.540568381,-0.678071905,0.169925001,0.247927513,-0.415037499,-0.752072487,0.209453366,0.201633861,0,0.201633861
b0237,0.636492801,0.698420551,0.358191639,-0.123148231,0.161154792,0.201633861,0.353066607,-0.031250934,0.020464103,0.123382416,0.156119202,-0.182692298,0.025200554,0.062194762,0.19592021,0.279336218,-0.242200902
b0238,-0.220390068,-0.431157165,0.61667136,-0.036525876,0.662965013,-0.367731785,-0.165423609,1.724365557,1.27085391,0.120294234,0.902702799,-0.22881869,0.315501826,-0.25919234,0.527737632,0.608809243,0.212050477
b0239,0.132450296,0.119739244,-0.028014376,-0.291048782,0.067744607,0.332983283,-0.161280907,-0.878321443,-0.988504361,-0.210896782,0.291603558,-0.276331228,0.039170597,0.186011986,-0.100526876,0.230297619,-0.378511623
b0241,1,1.321928095,1,-1,0,-1,0.584962501,-1,-2,0,1,-1,-0.415037499,-0.415037499,0,0.584962501,0
b0242,0.266280065,0.290392521,0.139274789,0.009715155,0.390459477,0.345135486,0,0.083523356,-0.204981738,0.261441148,0.656413024,-0.259968103,0.037868186,-0.119960624,0.121463512,0.497905766,0.367975462
b0243,0.333939074,0.45393885,0.207069264,-0.263962482,0.050146108,0.072376055,0.072376055,-0.668884984,-0.46431384,0.055628869,0.028082542,-0.131244533,0.189626255,0.042784866,0.289084838,0.484100821,0.162172726
b0244,0.432959407,0.700439718,-0.074000581,-0.074000581,0.321928095,0.070389328,-0.678071905,-0.436099115,-0.238159737,0.031026896,-0.353636955,0,0.152003093,-0.040641984,-0.321928095,0.03562391,0.321928095
